0.515,-0.0032,-0.0032
0.516,-0.0048,-0.0048
0.517,-0.006,-0.006
0.518,-0.0072,-0.0072
0.519,-0.0076,-0.0076
0.52,-0.0076,-0.0076
0.521,-0.0068,-0.0068
0.522,-0.0054,-0.0054
0.523,-0.004,-0.004
0.524,-0.002,-0.002
0.525,0,0
0.526,0.0024,0.0024
0.527,0.004,0.004
0.528,0.0056,0.0056
0.529,0.007,0.007
0.53,0.0074,0.0074
0.531,0.0074,0.0074
0.532,0.007,0.007
0.533,0.0058,0.0058
0.534,0.0042,0.0042
0.535,0.0026,0.0026
0.536,0.0004,0.0004
0.537,-0.0012,-0.0012
0.538,-0.0034,-0.0034
0.539,-0.0054,-0.0054
0.54,-0.0066,-0.0066
0.541,-0.0072,-0.0072
0.542,-0.0076,-0.0076
0.543,-0.0076,-0.0076
0.544,-0.0068,-0.0068
0.545,-0.005,-0.005
0.546,-0.0034,-0.0034
0.547,-0.0014,-0.0014
0.548,0.0006,0.0006
0.549,0.0026,0.0026
0.55,0.0046,0.0046
0.551,0.0062,0.0062
0.552,0.007,0.007
0.553,0.0076,0.0076
0.554,0.0072,0.0072
0.555,0.0064,0.0064
0.556,0.0056,0.0056
0.557,0.0038,0.0038
0.558,0.0016,0.0016
0.559,-0.0004,-0.0004
0.56,-0.0024,-0.0024
0.561,-0.0044,-0.0044
0.562,-0.006,-0.006
0.563,-0.007,-0.007
0.564,-0.0072,-0.0072
0.565,-0.0074,-0.0074
0.566,-0.007,-0.007
0.567,-0.0058,-0.0058
0.568,-0.0044,-0.0044
0.569,-0.0022,-0.0022
0.57,0,0
0.571,0.0016,0.0016
0.572,0.0036,0.0036
0.573,0.0054,0.0054
0.574,0.0068,0.0068
0.575,0.0074,0.0074
0.576,0.0074,0.0074
0.577,0.0068,0.0068
0.578,0.0062,0.0062
0.579,0.0044,0.0044
0.58,0.0026,0.0026
0.581,0.0006,0.0006
0.582,-0.001,-0.001
0.583,-0.0032,-0.0032
0.584,-0.0052,-0.0052
0.585,-0.0064,-0.0064
0.586,-0.0072,-0.0072
0.587,-0.0076,-0.0076
0.588,-0.0072,-0.0072
0.589,-0.0066,-0.0066
0.59,-0.0054,-0.0054
0.591,-0.0036,-0.0036
0.592,-0.0016,-0.0016
0.593,0.0006,0.0006
0.594,0.0026,0.0026
0.595,0.0044,0.0044
0.596,0.0062,0.0062
0.597,0.007,0.007
0.598,0.0076,0.0076
0.599,0.0074,0.0074
0.6,0.0066,0.0066
0.601,0.0058,0.0058
0.602,0.0042,0.0042
0.603,0.002,0.002
0.604,-0.0002,-0.0002
0.605,-0.0022,-0.0022
0.606,-0.0034,-0.0034
0.607,-0.0056,-0.0056
0.608,-0.007,-0.007
0.609,-0.0076,-0.0076
0.61,-0.0076,-0.0076
0.611,-0.0072,-0.0072
0.612,-0.0062,-0.0062
0.613,-0.0044,-0.0044
0.614,-0.0028,-0.0028
0.615,-0.0008,-0.0008
0.616,0.0014,0.0014
0.617,0.0032,0.0032
0.618,0.005,0.005
0.619,0.0066,0.0066
0.62,0.0072,0.0072
0.621,0.0074,0.0074
0.622,0.007,0.007
0.623,0.0062,0.0062
0.624,0.0052,0.0052
0.625,0.0034,0.0034
0.626,0.0012,0.0012
0.627,-0.0008,-0.0008
0.628,-0.0032,-0.0032
0.629,-0.0048,-0.0048
0.63,-0.0064,-0.0064
0.631,-0.0074,-0.0074
0.632,-0.0078,-0.0078
0.633,-0.0072,-0.0072
0.634,-0.0068,-0.0068
0.635,-0.0058,-0.0058
0.636,-0.004,-0.004
0.637,-0.0018,-0.0018
0.638,0.0002,0.0002
0.639,0.0026,0.0026
0.64,0.0042,0.0042
0.641,0.0062,0.0062
0.642,0.0068,0.0068
0.643,0.0078,0.0078
0.644,0.0074,0.0074
0.645,0.0068,0.0068
0.646,0.0058,0.0058
0.647,0.0044,0.0044
0.648,0.0026,0.0026
0.649,0.0004,0.0004
